Date of Despatch,Industry,Customer ID,Sales Value
01/06/2008,REP,Tonen General Oil (Kawasaki),50497.00
01/06/2008,REP,StatoilHydro ASA,2253.00
01/06/2008,RER,OAO TAIF-NK,34528.00
01/06/2008,AM,CF Industries Inc.,101339.00
01/06/2008,AM,"JSC ""Dorogobuzh""",235219.00
01/06/2008,REH,Electro Quimica Mexicana. S.A. de C,1392.00
01/06/2008,RER,OAO TAIF-NK,84449.00
01/06/2008,REH,Waste Oil Refinement Plant,3057.00
01/06/2008,ME,Coogee Energy Pty. Ltd,13441.00
01/06/2008,RER,Repsol Petroleo S.A.,136433.00
01/06/2008,AM,PEMEX Petroquimica,547789.00
01/06/2008,REH,Waste Oil Refinement Plant,4500.00
01/06/2008,RER,Catal International Ltd,575.00
01/06/2008,AM,Odessa State Port Plant (OPP),129716.00
01/06/2008,RER,S-Oil Corporation,389990.00
01/06/2008,AM,Odessa State Port Plant (OPP),458332.00
01/06/2008,AM,OAO Rivneazot,495723.00
01/06/2008,REP,Marathon Oil Company,38526.00
01/06/2008,REP,ExxonMobil Asia Pacific Pte Ltd,89650.00
01/06/2008,GP,Khalda Petroleum,328799.00
01/06/2008,CO2,Tecno Project Industriale,5440.00
01/06/2008,GP,StatoilHydro ASA,425600.00
01/06/2008,GP,Petronas Gas Berhard,674217.00
01/06/2008,GP,Carigali Hess Operating Co,0.00
01/06/2008,REO,Hanwha Chemical Corp,4388.00
01/06/2008,GP,Japan Petroleum Exploration Co Ltd,72292.00
01/06/2008,GP,Japan Petroleum Exploration Co Ltd,42168.00
01/06/2008,GP,ExxonMobil Prod. Deutschland,12424.00
01/06/2008,GP,ConocoPhillips Indonesia Inc Ltd,281096.00
01/06/2008,GP,StatoilHydro ASA,0.00
01/06/2008,GP,BP Exploration OP CO LTD Sullom Voe,191200.00
01/06/2008,REH,Electro Quimica Mexicana. S.A. de C,111.00
01/06/2008,GP,Anadarko Petroleum Corporation,385.00
01/06/2008,GP,Anadarko Petroleum Corporation,769.00
01/06/2008,REP,Marathon Oil Company,13327.00
01/06/2008,REH,Electro Quimica Mexicana. S.A. de C,911.00
01/06/2008,RED,Mittal Canada Inc.,36217.00
01/06/2008,GP,Saudi Aramco - Berri Gas Plant,0.00
01/06/2008,ME,Coogee Energy Pty. Ltd,1879.00
01/06/2008,REI,Linde Gaz Magyarorszag RT,280.00
01/06/2008,GP,BP Exploration OP CO LTD Sullom Voe,580.00
01/06/2008,GP,Khalda Petroleum,7578.00
01/06/2008,GP,ConocoPhillips Indonesia Inc Ltd,3306.00
01/06/2008,GP,Khalda Petroleum,35616.00
01/06/2008,REI,Air Products & Chemicals,394.00
01/06/2008,GP,Khalda Petroleum,3907.00
01/06/2008,GP,BP Exploration OP CO LTD Sullom Voe,549.00
01/06/2008,GP,ConocoPhillips Indonesia Inc Ltd,1025.00
01/06/2008,AM,Asean Bintulu Fertiliser Sdn,6432.00
01/06/2008,REI,Risso Srl,23648.00
01/06/2008,REI,Risso Srl,5912.00
01/06/2008,AM,TDG Acton Grange,121800.00
01/06/2008,AM,TDG Acton Grange,168188.00
01/06/2008,RER,Reliance Industries Limited (EOU),43603.00
01/06/2008,AM,TDG Acton Grange,168188.00
01/06/2008,AM,TDG Acton Grange,112125.00
01/06/2008,RER,Chennai Petroleum Corporation Limit,77977.00
01/06/2008,RER,Chennai Petroleum Corporation Limit,77977.00
01/06/2008,RER,Reliance Industries Limited (EOU),24794.00
01/06/2008,AM,Johnson Matthey Japan Inc,8308.00
01/06/2008,AM,Johnson Matthey Japan Inc,32741.00
01/06/2008,AM,Johnson Matthey Catalysts,137825.00
01/06/2008,AM,Johnson Matthey Catalysts,96850.00
01/06/2008,AM,Johnson Matthey Catalysts,96850.00
01/06/2008,AM,TDG Acton Grange,84968.00
01/06/2008,AM,TDG Acton Grange,84968.00
01/06/2008,ME,Eastman Chemical Company,134943.00
01/06/2008,AM,Imhoff und Stahl GmbH,11500.00
01/06/2008,AM,Imhoff und Stahl GmbH,11500.00
01/06/2008,AM,Imhoff und Stahl GmbH,17250.00
01/06/2008,AM,Imhoff und Stahl GmbH,11500.00
01/06/2008,AM,TDG Acton Grange,187419.00
01/06/2008,EL,Hi-Rel Lids Ltd,11815.00
01/06/2008,EL,Hi-Rel Lids Ltd,5908.00
01/06/2008,EL,Hi-Rel Lids Ltd,5908.00
01/06/2008,EL,Hi-Rel Lids Ltd,29100.00
01/06/2008,EL,Hi-Rel Lids Ltd,21660.00
01/06/2008,EL,Hi-Rel Lids Ltd,21660.00
01/06/2008,EL,Hi-Rel Lids Ltd,675.00
01/06/2008,RER,ConocoPhillips,21500.00
01/06/2008,REI,Praxair,4332.00
01/06/2008,REI,Praxair,1176.00
01/06/2008,GTL,PetroSA,105075.00
01/06/2008,GTL,Statoil GTL AS,105075.00
01/06/2008,ME,Gujarat Narmada Valley Fertilisers,8940.00
01/06/2008,ME,Gujarat Narmada Valley Fertilisers,20860.00
01/06/2008,AM,"Joint Stock Company ""Acron""",117924.00
01/06/2008,ME,E Methanex,281787.00
01/06/2008,RER,S-Oil HMP1,0.00
01/06/2008,RER,S-Oil FW,0.00
01/06/2008,RER,S-Oil Corporation,32895.00
01/06/2008,NAC,Zaklady Azotowe,236.00
01/06/2008,NAC,Xinhua Chemical Co Ltd N1,154.00
01/06/2008,NAC,Grande Paroisse,236.00
01/06/2008,AM,Yara Porsgrunn Ammon,0.00
01/06/2008,AM,Qatar Fertiliser Co (SAQ),8360.00
01/06/2008,GP,BP Exploration Operating Co Ltd,111152.00
01/06/2008,AM,Yara Italia SpA Ammoni,19340.00
01/07/2008,NAC,Dongbu Hitek Cok Co,2117.00
01/07/2008,NAC,Fosfertil,30594.00
01/07/2008,AM,Qatar Fertiliser Co (SAQ),172490.00
01/07/2008,REO,SASOL Italy SpA,28171.00
01/07/2008,SNG,ZSW Stuttgart - REG,646.00
01/07/2008,AM,BorsodChem ZRt,77000.00
01/07/2008,AM,Qatar Fertiliser Co (SAQ),51142.00
01/07/2008,ME,Ar-Razi,41568.00
01/07/2008,RER,Marathon Ashland Petroleum Co.,2682.00
01/07/2008,RER,Petronas Penapisan (Melaka)Sdn Bnd,111770.00
01/07/2008,RER,Marathon Ashland Petroleum Co.,93271.00
01/07/2008,ME,Enip,158600.00
01/07/2008,RER,Petronas Penapisan (Melaka)Sdn Bnd,162066.00
01/07/2008,REO,SASOL Italy SpA,3197.00
01/07/2008,REO,SASOL Italy SpA,17280.00
01/07/2008,AM,Qatar Fertiliser Co (SAQ),33089.00
01/07/2008,ME,Enip,110086.00
01/07/2008,REO,SASOL Italy SpA,31980.00
01/07/2008,REH,Dongyang Chechul Chemicals - Kunsan,26756.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,135345.00
01/07/2008,RER,ConocoPhillips,49749.00
01/07/2008,REI,Linde Gas S.A.,854.00
01/07/2008,REO,Nan Ya Plastics,203517.00
01/07/2008,FC,Institute for Advanced Engineering,416.00
01/07/2008,REH,Metallochimica Srl,7682.00
01/07/2008,RER,Total Raffinaderji Nederland N.V.,24271.00
01/07/2008,REI,Linde Gas S.A.,3911.00
01/07/2008,RER,Total Raffinaderji Nederland N.V.,145737.00
01/07/2008,AM,Bangladesh Chemical Industries,54012.00
01/07/2008,REI,Linde Gas S.A.,1611.00
01/07/2008,RER,HPCL Refinery Visak (X),34375.00
01/07/2008,RER,Total Raffinaderji Nederland N.V.,51243.00
01/07/2008,RER,Saudi Aramco Lubricating Oil Ref.,33714.00
01/07/2008,REH,Sumitomo Chemical Co,64575.00
01/07/2008,RED,Falconbridge Dominicana,3513.00
01/07/2008,AM,Shriram Fertiliser & Chemicals,66500.00
01/07/2008,REH,Sumitomo Chemical Co,34187.00
01/07/2008,REH,Sumitomo Chemical Co,102561.00
01/07/2008,RED,Falconbridge Dominicana,3648.00
01/07/2008,ME,Gujarat Narmada Valley Fertilisers,457191.00
01/07/2008,AM,JSC Cherepovetsky AZOT,106889.00
01/07/2008,AM,"JSC ""Dorogobuzh""",279337.00
01/07/2008,AM,Qatar Fertiliser Co (SAQ),128384.00
01/07/2008,REO,SASOL Italy SpA,5271.00
01/07/2008,RER,Indian Oil Corporation,7466.00
01/07/2008,RER,Petronas Penapisan (Melaka)Sdn Bnd,55885.00
01/07/2008,REI,Air Products and Chemicals,4774.00
01/07/2008,REI,Air Products and Chemicals,9559.00
01/07/2008,AM,Qatar Fertiliser Co (SAQ),97817.00
01/07/2008,AM,"JSC ""Dorogobuzh""",185328.00
01/07/2008,REH,"Mitsubishi Chemicals, Yokkaichi",179913.00
01/07/2008,REO,SASOL Italy SpA,74651.00
01/07/2008,REH,Dongyang Chechul Chemicals - Kunsan,17619.00
01/07/2008,AM,JSC Togliattiazot,36197.00
01/07/2008,REH,Viscolube SpA,4420.00
01/07/2008,FC,Bloom Energy Corporation,3667.00
01/07/2008,RER,ConocoPhillips,4401.00
01/07/2008,REP,Exxonmobil Chemical Company,3139.00
01/07/2008,REP,Samsung Total Petrochmicals Co. Ltd,88354.00
01/07/2008,REP,"SK Incheon Oil Co, Ltd",1413.00
01/07/2008,REP,"SK Incheon Oil Co, Ltd",8477.00
01/07/2008,REO,Nan Ya Plastics,198391.00
01/07/2008,REO,SASOL Italy SpA,40705.00
01/07/2008,RER,Indian Oil Corporation,27661.00
01/07/2008,REH,Metallochimica Srl,12510.00
01/07/2008,AM,"JSC ""Dorogobuzh""",421222.00
01/07/2008,AM,"OOO ""Kuibyshevazot""",301797.00
01/07/2008,AM,Semadco Suez,258315.00
01/07/2008,REO,SASOL Italy SpA,22910.00
01/07/2008,REH,Metallochimica Srl,31396.00
01/07/2008,REO,SASOL Italy SpA,16881.00
01/07/2008,REP,CITGO,39950.00
01/07/2008,GP,BP Exploration & Operating Co Ltd,72778.00
01/07/2008,CO2,Consorgas Srl,18717.00
01/07/2008,GP,Origin Energy Resources Limited,59490.00
01/07/2008,GP,Chevron Thailand Exploration and,299425.00
01/07/2008,GP,ONGC,6080.00
01/07/2008,GP,StatoilHydro ASA,0.00
01/07/2008,CO2,ADM Corn Processing - Cedar Rapids,31909.00
01/07/2008,GP,JAPEX,275099.00
01/07/2008,GP,Teikoku Oil,203250.00
01/07/2008,GP,Woodside Energy Ltd,270538.00
01/07/2008,GP,ExxonMobil Prod. Deutschland,12424.00
01/07/2008,GP,JAPEX,95784.00
01/07/2008,GP,StatoilHydro ASA,354440.00
01/07/2008,GP,Petroleum Authority of Thailand,338800.00
01/07/2008,GP,Petroleum Authority of Thailand,301530.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,152039.00
01/07/2008,ME,Coogee Energy Pty. Ltd,29397.00
01/07/2008,ME,Coogee Energy Pty. Ltd,14372.00
01/07/2008,REO,SASOL Italy SpA,1478.00
01/07/2008,ME,Oman Methanol Company L.L.C.,23516.00
01/07/2008,ME,Oman Methanol Company L.L.C.,37639.00
01/07/2008,ME,Oman Methanol Company L.L.C.,40668.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,17577.00
01/07/2008,REI,Linde Gas S.A.,188.00
01/07/2008,GP,DCP Midstream,641.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,4363.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,0.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,51877.00
01/07/2008,GTL,Sasol Synfuels (Pty) Ltd,0.00
01/07/2008,RER,CPC Kaohsiung - ROG  Plant,17399.00
01/07/2008,AM,"JSC ""Dorogobuzh""",81315.00
01/07/2008,RER,TCC,3211.00
01/07/2008,AM,"JSC ""Dorogobuzh""",25020.00
01/07/2008,AM,"JSC ""Dorogobuzh""",12510.00
01/07/2008,GP,BP Exploration & Operating Co Ltd,131599.00
01/07/2008,REH,"Mateos, S, L,",3325.00
01/07/2008,REH,BP Petronas Acetyls,1231.00
01/07/2008,REP,Singapore Refining Co.pte.ltd,2560.00
01/07/2008,GP,Chevron Thailand Exploration and,11659.00
01/07/2008,GP,Teikoku Oil,3400.00
01/07/2008,GP,StatoilHydro ASA,2048.00
01/07/2008,GP,Khalda Petroleum Company,0.00
01/07/2008,REP,Singapore Refining Co.pte.ltd,3840.00
01/07/2008,GP,Chevron Thailand Exploration and,27179.00
01/07/2008,REP,Singapore Refining Co.pte.ltd,1320.00
01/07/2008,GP,Chevron Thailand Exploration and,6040.00
01/07/2008,GP,Teikoku Oil,4673.00
01/07/2008,GP,StatoilHydro ASA,1056.00
01/07/2008,REO,Andhra Petrochemicals Ltd,17026.00
01/07/2008,AM,Johnson Matthey  Alvin Store,123424.00
01/07/2008,AM,TDG Acton Grange,243600.00
01/07/2008,RER,Indian Oil Corporation Ltd,31390.00
01/07/2008,AM,Nan Ya Plastics,211313.00
01/07/2008,REO,Andhra Petrochemicals Ltd,31353.00
01/07/2008,REO,Andhra Petrochemicals Ltd,17026.00
01/07/2008,RER,Indian Oil Corporation Ltd,6528.00
01/07/2008,AM,Samsung Total Petrochmicals Co. Ltd,59340.00
01/07/2008,AM,TDG Acton Grange,18737.00
01/07/2008,AM,Johnson Matthey Catalysts,78540.00
01/07/2008,AM,Nan Ya Plastics,63000.00
01/07/2008,RER,CPC Kaohsiung - ROG  Plant,235255.00
01/07/2008,AM,Imhoff und Stahl GmbH,17250.00
01/07/2008,AM,Micro Turners - II,2046.00
01/07/2008,AM,Imhoff und Stahl GmbH,17250.00
01/07/2008,ME,Gujarat Narmada Valley Fertilizers,739594.00
01/07/2008,EL,Hi-Rel Lids Ltd,6800.00
01/07/2008,EL,Hi-Rel Lids Ltd,13600.00
01/07/2008,EL,Hi-Rel Lids Ltd,13600.00
01/07/2008,EL,Hi-Rel Lids Ltd,5908.00
01/07/2008,EL,Hi-Rel Lids Ltd,5908.00
01/07/2008,EL,Hi-Rel Lids Ltd,29100.00
01/07/2008,EL,Hi-Rel Lids Ltd,14550.00
01/07/2008,RER,Suncor Energy Inc.,27817.00
01/07/2008,ME,Prosint Quimica S.A.,11884.00
01/07/2008,GTL,PetroSA,56977.00
01/07/2008,GTL,Statoil GTL AS,56977.00
01/07/2008,AM,Kemira Growhow UK Ltd,53500.00
01/07/2008,ME,Statoil Hydro ASA,20850.00
01/07/2008,ME,Assam Petrochem,42470.00
01/07/2008,GP,Shell Philippines Exp.  B.V.,5000.00
01/07/2008,RER,PETROPLUS Raffinerie,11968.00
01/07/2008,REI,BOC Gases Ltd,4755.00
01/07/2008,ME,Shanghai Coking & Chemical,0.00
01/07/2008,REI,Linde Gas S.A.,238.00
01/07/2008,NAC,Fosfertil,238.00
01/07/2008,REI,Linde Gaz Magyarorszag Zrt,560.00
01/07/2008,ME,Coogee Energy Pty. Ltd,110745.00
01/07/2008,NAC,Dongbu Hitek Cok Co,200.00
01/07/2008,REP,ExxonMobil Asia Pacific Pte Ltd,1706.00
01/07/2008,AM,Joint Stock Company Acron,0.00
01/07/2008,RER,Petronas Penapisan (Melaka)Sdn Bnd,28316.00
01/07/2008,GP,BP Exploration Operating Co Ltd,115000.00
01/07/2008,RER,GS Caltex Corporation,0.00
01/07/2008,AM,Orica Mining Services,10776.00
01/07/2008,AM,Orica Mining Services,2611.00
01/07/2008,AM,Egyptian Fertilizer Co,0.00
01/07/2008,RER,Repsol Petroleo SA,0.00
01/07/2008,RER,PETROPLUS Raffinerie,8076.00
01/07/2008,AM,Orica Mining Services,9400.00
01/08/2008,NAC,Fosfertil,4988.00
01/08/2008,NAC,Haifa Chemicals South Ltd,15816.00
01/08/2008,NAC,Haifa South N4,7548.00
01/08/2008,AM,Koch Industries Inc.,104524.00
01/08/2008,REO,"Mitsubishi Chems,Mizushima",91587.00
01/08/2008,RER,Rompetrol Rafinare SA,32640.00
01/08/2008,AM,Koch Industries Inc.,20195.00
01/08/2008,REI,Air Products Canada Ltd.,15194.00
01/08/2008,REI,Air Products Canada Ltd.,199958.00
01/08/2008,REI,Air Products Canada Ltd.,31436.00
01/08/2008,RER,National Coop Refiners Assoc,-13266.00
01/08/2008,RER,KNPC MAA,67208.00
01/08/2008,RER,Societe Ivorienne De Raffinage,173176.00
01/08/2008,RER,Galp Energia,114169.00
01/08/2008,RER,Rompetrol Rafinare SA,12606.00
01/08/2008,AM,Queensland Nickel (X),9005.00
01/08/2008,AM,Queensland Nickel (X),7465.00
01/08/2008,RNP,Samir Refinery,136847.00
01/08/2008,RER,National Coop Refiners Assoc,-13448.00
01/08/2008,GTL,Sasol Synfuels (Pty) Ltd,135345.00
01/08/2008,ME,Zagros Petrochemical Co.,826608.00
01/08/2008,REH,"Mitsui Chems, Ohtake",32442.00
01/08/2008,RER,TOTAL Raffinerie de Normandie,23332.00
01/08/2008,RER,Societe Ivorienne De Raffinage,18219.00
01/08/2008,RER,The New Zealand Refining Company,38982.00
01/08/2008,RER,The New Zealand Refining Company,4586.00
01/08/2008,AM,Yara Trinidad Ltd,27816.00
01/08/2008,RER,Rompetrol Rafinare SA,12795.00
01/08/2008,AM,Qatar Fertiliser Co (SAQ),58095.00
01/08/2008,RER,TOTAL Raffinerie de Normandie,186463.00
01/08/2008,RNP,Samir Refinery,356952.00
01/08/2008,RER,TOTAL Raffinerie de Normandie,31768.00
01/08/2008,RER,KNPC MAA,38941.00
01/08/2008,AM,Yara Trinidad Ltd,23254.00
01/08/2008,RER,Rompetrol Rafinare SA,89620.00
01/08/2008,AM,GPN,59383.00
01/08/2008,RNP,Samir Refinery,95663.00
01/08/2008,RER,The New Zealand Refining Company,59698.00
01/08/2008,RER,Seibu Oil - Yamaguchi,105535.00
01/08/2008,REH,Samyang Kasai Co Ltd,26952.00
01/08/2008,RER,Seibu Oil - Yamaguchi,138850.00
01/08/2008,RER,Seibu Oil - Yamaguchi,220497.00
01/08/2008,REH,Samyang Kasai Co Ltd,27625.00
01/08/2008,ME,Novatek - Yurkharovneftegaz,326605.00
01/08/2008,ME,Atlantic Methanol Production Co,1699464.00
01/08/2008,RER,Rompetrol Rafinare SA,55916.00
01/08/2008,AM,Queensland Nickel (X),3592.00
01/08/2008,CO2,Industrial Piping Inc.,4049.00
01/08/2008,GP,Pure CO2,25745.00
01/08/2008,AM,Asean Bintulu Fertiliser Sdn,-4661.00
01/08/2008,AM,Sherritt International Corp,15904.00
01/08/2008,RER,Societe Ivorienne De Raffinage,92873.00
01/08/2008,RER,KNPC MAA,100811.00
01/08/2008,ME,Novatek - Yurkharovneftegaz,81160.00
01/08/2008,RER,Galp Energia,104546.00
01/08/2008,RER,Rompetrol Rafinare SA,17953.00
01/08/2008,AM,Queensland Nickel (X),8735.00
01/08/2008,AM,Queensland Nickel (X),7249.00
01/08/2008,RER,Societe Ivorienne De Raffinage,79717.00
01/08/2008,RNP,Samir Refinery,122825.00
01/08/2008,REH,"Mitsui Chems, Ohtake",1857.00
01/08/2008,RNP,Samir Refinery,83445.00
01/08/2008,REP,Holborn Europa Raffinerie GmbH,24567.00
01/08/2008,REP,Galp Energia,22198.00
01/08/2008,REP,Chalmette Refining. L. L. C.,-11673.00
01/08/2008,REP,Chalmette Refining. L. L. C.,-46694.00
01/08/2008,RER,CITGO,13156.00
01/08/2008,GTL,BP GTL Facility,8950.00
01/08/2008,GTL,BP GTL Facility,50846.00
01/08/2008,RER,TOTAL Raffinerie de Normandie,388900.00
01/08/2008,RNP,Samir Refinery,1189447.00
01/08/2008,AM,PEMEX Petroquimica,235881.00
01/08/2008,AM,JSC Togliattiazot,382425.00
01/08/2008,RER,KNPC MAA,136434.00
01/08/2008,REI,Linde Gas Produktionsgesellschaft,24638.00
01/08/2008,RER,Galp Energia,113313.00
01/08/2008,RER,Rompetrol Rafinare SA,40915.00
01/08/2008,RNP,Samir Refinery,231313.00
01/08/2008,RER,National Coop Refiners Assoc,-1028.00
01/08/2008,FC,SUNJIN EC & T,6240.00
01/08/2008,AM,PEMEX Petroquimica,81545.00
01/08/2008,AM,PEMEX Petroquimica,97591.00
01/08/2008,AM,"OOO ""Kuibyshevazot""",225179.00
01/08/2008,CO2,PT BOC Gases Indonesia,25513.00
01/08/2008,REP,The New Zealand Refining Company,34278.00
01/08/2008,REP,Esso Raffinage SAF (1510),65163.00
01/08/2008,GTL,BP GTL Facility,25275.00
01/08/2008,AM,Qatar Fertiliser Co (SAQ),464611.00
01/08/2008,FC,SUNJIN EC & T,7020.00
01/08/2008,RER,Shell Mds (malaysia) Sdn Bhd,228328.00
01/08/2008,GP,Marysville Hydrocarbons,60929.00
01/08/2008,CO2,Industrial Piping Inc.,5061.00
01/08/2008,CO2,White Martins Gases,20222.00
01/08/2008,GP,Petronas Gas Berhard,63759.00
01/08/2008,GTL,BP GTL Facility,3689.00
01/08/2008,GP,Petroleum Development Oman LLC,30156.00
01/08/2008,GP,Woodside Energy Ltd,337193.00
01/08/2008,GP,ConocoPhillips Indonesia Inc Ltd,13963.00
01/08/2008,GP,ExxonMobil Prod. Deutschland,9782.00
01/08/2008,GP,"Western Gas Resources, Inc.",82412.00
01/08/2008,GP,Occidental Permian,111256.00
01/08/2008,AM,Terra Nitrogen (UK) Ltd,69187.00
01/08/2008,AM,Terra Nitrogen (UK) Ltd,48883.00
01/08/2008,GTL,Sasol Synfuels (Pty) Ltd,152039.00
01/08/2008,RER,Rompetrol Rafinare SA,4531.00
01/08/2008,RER,Rompetrol Rafinare SA,1036.00
01/08/2008,RNP,Samir Refinery,13988.00
01/08/2008,CO2,Industrial Piping Inc.,223.00
01/08/2008,AM,"JSC ""Dorogobuzh""",47874.00
01/08/2008,RNP,Samir Refinery,10903.00
01/08/2008,AM,"JSC ""Dorogobuzh""",89764.00
01/08/2008,RNP,Samir Refinery,69941.00
01/08/2008,RER,Rompetrol Rafinare SA,1553.00
01/08/2008,AM,"JSC ""Dorogobuzh""",32913.00
01/08/2008,RNP,Samir Refinery,29211.00
01/08/2008,GTL,Sasol Synfuels (Pty) Ltd,17577.00
01/08/2008,CO2,Industrial Piping Inc.,96.00
01/08/2008,CO2,Industrial Piping Inc.,96.00
01/08/2008,CO2,Industrial Piping Inc.,144.00
01/08/2008,CO2,Industrial Piping Inc.,96.00
01/08/2008,REH,Vacuum & Atmosphere Services,2090.00
01/08/2008,RER,PKN Orlen,10502.00
01/08/2008,AM,GPN,2065.00
01/08/2008,GP,Petroleum Development Oman LLC,806.00
01/08/2008,RER,The New Zealand Refining Company,3900.00
01/08/2008,RER,The New Zealand Refining Company,478.00
01/08/2008,GP,Chevron Thailand Exploration and,3886.00
01/08/2008,GP,"Western Gas Resources, Inc.",1111.00
01/08/2008,GP,ConocoPhillips Indonesia Inc Ltd,324.00
01/08/2008,RER,The New Zealand Refining Company,1791.00
01/08/2008,RER,The New Zealand Refining Company,1463.00
01/08/2008,GP,Petroleum Development Oman LLC,2057.00
01/08/2008,GP,Chevron Thailand Exploration and,9883.00
01/08/2008,GP,"Western Gas Resources, Inc.",2819.00
01/08/2008,GP,Petroleum Development Oman LLC,418.00
01/08/2008,RER,The New Zealand Refining Company,2203.00
01/08/2008,GP,Chevron Thailand Exploration and,2461.00
01/08/2008,REH,Isu Chemical Co Ltd,1548.00
01/08/2008,GP,"Western Gas Resources, Inc.",555.00
01/08/2008,GP,ConocoPhillips Indonesia Inc Ltd,102.00
01/08/2008,AM,TDG Acton Grange,243600.00
01/08/2008,AM,TDG Acton Grange,121800.00
01/08/2008,REH,Asian Peroxides Ltd,7426.00
01/08/2008,AM,TDG Acton Grange,105000.00
01/08/2008,AM,Johnson Matthey  Alvin Store,105000.00
01/08/2008,AM,TDG Acton Grange,224250.00
01/08/2008,AM,TDG Acton Grange,112125.00
01/08/2008,AM,Johnson Matthey Catalysts,56063.00
01/08/2008,REH,Asian Peroxides Ltd,6317.00
01/08/2008,REH,Asian Peroxides Ltd,6317.00
01/08/2008,AM,TDG Acton Grange,73710.00
01/08/2008,AM,TDG Acton Grange,20871.00
01/08/2008,AM,Johnson Matthey Catalysts,53843.00
01/08/2008,AM,Johnson Matthey Catalysts,85251.00
01/08/2008,AM,TDG Acton Grange,153623.00
01/08/2008,EL,Hi-Rel Lids Ltd,5908.00
01/08/2008,EL,Hi-Rel Lids Ltd,5908.00
01/08/2008,EL,Hi-Rel Lids Ltd,7089.00
01/08/2008,RER,National Coop Refiners Assoc,11161.00
01/08/2008,REI,Praxair,29225.00
01/08/2008,REP,Chevron Texaco,631.00
01/08/2008,RER,National Coop Refiners Assoc,2398.00
01/08/2008,RER,National Coop Refiners Assoc,26250.00
01/08/2008,RER,National Coop Refiners Assoc,5250.00
01/08/2008,RER,National Coop Refiners Assoc,663.00
01/08/2008,RET,The Hong Kong & China Gas Co. Ltd,25000.00
01/08/2008,ME,Prosint Productos Sinteticos S.A.,23002.00
01/08/2008,AM,Pak-American fertilisers,216488.00
01/08/2008,RER,BP Oil Refineria de Castellon SA,0.00
01/08/2008,RET,The Hong Kong & China Gas Co. Ltd,10000.00
01/08/2008,AM,Burrup Fertilisers Pty. Ltd,23675.00
01/08/2008,AM,Burrup Fertilisers Pty. Ltd,710.00
01/08/2008,AM,Burrup Fertilisers Pty. Ltd,2368.00
01/08/2008,AM,Burrup Fertilisers Pty. Ltd,5931.00
01/08/2008,AM,Burrup Fertilisers Pty. Ltd,2393.00
01/08/2008,RER,PCK Raffinerie GmbH,17323.00
01/08/2008,AM,"KOAO ""AZOT"" Kemerovo",0.00
01/08/2008,RER,Shell Mds (malaysia) Sdn Bhd,23900.00
01/08/2008,RER,Shell Mds (malaysia) Sdn Bhd,6000.00
01/08/2008,ME,Methanex Waitara Valley Plant,0.00
01/08/2008,ME,Sinopec Sichuan Vinylon Works,0.00
01/08/2008,NAC,Haifa Chemicals South Ltd,200.00
01/08/2008,NAC,Haifa South N4,200.00
01/08/2008,RER,KNPC MAA,5686.00
01/08/2008,RER,KNPC MAA,27272.00
01/08/2008,GP,BP Exploration Operating Co Ltd,38004.00
01/08/2008,GP,BP Exploration Operating Co Ltd,7085.00
01/08/2008,GP,DBI AILSA,8683.00
01/08/2008,GP,MOBIL NORTH SEA LLC,24720.00
01/08/2008,GP,MOBIL NORTH SEA LLC,20266.00
01/09/2008,NAC,SC Achema,26929.00
01/09/2008,NAC,Fosfertil,126973.00
01/09/2008,NAC,SC Achema,26929.00
01/09/2008,NAC,SC Achema,31799.00
01/09/2008,AM,GPN,322840.00
01/09/2008,REP,Formosa Petrochemical,448857.00
01/09/2008,AM,Yara Sluiskil B.V.,54923.00
01/09/2008,AM,Yara Sluiskil B.V.,32954.00
01/09/2008,RER,CNOOC Oil & Petrochemicals Co. Ltd,350650.00
01/09/2008,RNP,AB Mazeikiu Nafta,115863.00
01/09/2008,RER,"Petroleos del Norte S,A.",31421.00
01/09/2008,RNP,Samir Refinery,120232.00
01/09/2008,RER,Deutra SpA,34988.00
01/09/2008,REH,Dongyang Chechul Chemicals - Kunsan,10187.00
01/09/2008,REH,Dongyang Chechul Chemicals - Kunsan,14380.00
01/09/2008,RED,Lebedinskiy Mining & Dressing Plant,171912.00
01/09/2008,AM,Orica Mining Services,48609.00
01/09/2008,RER,CNOOC Oil & Petrochemicals Co. Ltd,271087.00
01/09/2008,RNP,AB Mazeikiu Nafta,90105.00
01/09/2008,REH,Butachimie,69955.00
01/09/2008,REH,Isu Chemical Co Ltd,22162.00
01/09/2008,RED,Lebedinskiy Mining & Dressing Plant,1085149.00
01/09/2008,REP,Formosa Petrochemical,62691.00
01/09/2008,REH,Dongyang Chechul Chemicals - Kunsan,13799.00
01/09/2008,RNP,AB Mazeikiu Nafta,128810.00
01/09/2008,REH,Dongyang Chechul Chemicals - Kunsan,11298.00
01/09/2008,REH,Dongyang Chechul Chemicals - Kunsan,22596.00
01/09/2008,RER,Hyundai Oilbank Co Ltd,87321.00
01/09/2008,RER,Hyundai Oilbank Co Ltd,47821.00
